GeneName	Prime3	Prime5
g10862	1083	1548
g10863	1548	731
g10864	731	920
g10865	920	3412
g10866	3412	125
g10867	125	2889
g10868	2889	289
g10869	289	2521
g10870	2521	5114
g10871	5114	1649
g10872	1649	348
g10873	348	237
g10874	237	2103
g10875	2103	91
g10876	91	604
g10877	604	417
g10878	417	247
g10879	247	751
g10880	751	2125
g10881	2125	1766
g10882	1766	8214
g10883	8214	713
g10884	713	3658
g10885	3658	2313
g10886	2313	862
g10887	862	411
g10888	411	1386
g10889	1386	483
g10890	483	1442
g10891	1442	73
g10892	73	1406
g10893	1406	573
g10894	573	4123
g10895	4123	1491
g10896	1491	979
g10897	979	561
g10898	561	1303
g10899	1303	1856
g10900	1856	8137
g10901	8137	1450
g10902	1450	729
g10903	729	2223
g10904	2223	3224
g10905	3224	1207
g10906	1207	975
g10907	975	2090
g10908	2090	6005
g10909	6005	127
g10910	127	2866
g10911	2866	4580
g10912	4580	2696
g10913	2696	19369
g10914	19369	12164
g10915	12164	1123
g10916	1123	2978
g10917	2978	6800
g10918	6800	5481
g10919	5481	856
g10920	856	1243
g10921	1243	548
g10922	548	2322
g10923	2322	25618
g10924	25618	2501
g10925	2501	489
g10926	489	2805
g10927	2805	2766
g10928	2766	1222
g10929	1222	31
g10930	31	2202
g10931	2202	10357
g10932	10357	44
g10933	44	529
g10934	529	2999
g10935	2999	757
g10936	757	889
g10937	889	11438
g10938	11438	1469
g10939	1469	1088
g10940	1088	2218
g10941	2218	647
g10942	647	1114
g10943	1114	1333
g10944	1333	353
g10945	353	30549
g10946	30549	771
g10947	771	199
g10948	199	2506
g10949	2506	845
g10950	845	1996
g10951	1996	2484
g10952	2484	1971
g10953	1971	482
g10954	482	4864
g10955	4864	2583
g10956	2583	89
g10957	89	2953
g10958	2953	1355
g10959	1355	1717
g10960	1717	1375
g10961	1375	1924
g10962	4530	670
g10963	670	2942
g10964	2942	305
g10965	305	2649
g10966	2649	2911
g10967	2911	7642
g10968	7642	1892
g10969	1892	47
g10970	47	43
g10971	43	3353
g10972	3353	2110
g10973	2110	590
g10974	590	4583
g10975	4583	2104
g10976	2104	1657
g10977	1657	1432
g10978	1432	752
g10979	752	1050
g10980	1050	None
g10981	None	3938
g10982	3938	7998
g10983	7998	None
g10984	None	594
g10985	594	3085
g10986	3085	222
g10987	222	1305
g10988	1305	1438
g10989	1438	1804
g10990	1804	1207
g10991	1207	2181
g10992	2181	4675
g10993	4675	1323
g10994	1323	430
g10995	430	178
g10996	178	1598
g10997	1598	1290
g10998	1290	3094
g10999	3094	2868
g11000	2868	5253
g11001	5253	18
g11002	18	101
g11003	101	611
g11004	611	330
g11005	330	1369
g11006	1369	1161
g11007	1161	1022
g11008	1022	1698
g11009	1698	2916
g11010	2916	1563
g11011	1563	1208
g11012	1208	1440
g11013	1440	985
g11014	985	1283
g11015	1283	1237
g11016	1237	108
g11017	108	1811
g11018	1811	616
g11019	616	1237
g11020	1237	108
g11021	108	1813
g11022	1813	1093
g11023	1093	4296
g11024	4296	882
g11025	882	1112
g11026	1112	2388
g11027	2388	1092
g11028	1092	227
g11029	227	None
g11030	None	1276
g11031	1276	155
g11032	155	2113
g11033	2113	40
g11034	40	181
g11035	83	507
g11036	181	7985
g11037	7985	519
g11038	519	253
g11039	253	277
g11040	277	171
g11041	171	226
g11042	226	758
g11043	758	735
g11044	735	82
g11045	82	205
g11046	205	400
g11047	400	4753
g11048	4753	7285
g11049	7285	3659
g11050	3659	123
g11051	123	263
g11052	263	374
g11053	374	783
g11054	783	874
g11055	874	933
g11056	933	1771
g11057	1771	503
g11058	503	440
g11059	440	6011
g11060	6011	3094
g11061	3094	3821
g11062	3821	743
g11063	743	2203
g11064	2203	208
g11065	208	940
g11066	940	710
g11067	710	687
g11068	687	436
g11069	436	1026
g11070	1026	1997
g11071	1997	3528
g11072	3528	4724
g11073	4724	2416
g11074	2416	3485
g11075	3485	1186
g11076	1186	5538
g11077	5538	6469
g11078	6469	312
g11079	312	293
g11080	293	2447
g11081	2447	442
g11082	442	543
g11083	543	254
g11084	254	4499
g11085	4499	7486
g11086	7486	1937
g11087	1937	239
g11088	239	2577
g11089	2577	1650
g11090	1650	1527
g11091	1527	858
g11092	858	6493
g11093	6493	830
g11094	830	348
g11095	348	3442
g11096	3442	208
g11097	208	8928
g11098	8928	710
g11099	710	3744
g11100	3744	5030
g11101	5030	10216
g11102	10216	114
g11103	114	517
g11104	517	489
g11105	489	14068
g11106	14068	3271
g11107	3271	2351
g11108	2351	9431
g11109	9431	3647
g11110	3647	9160
g11111	9160	1858
g11112	1858	8897
g11113	8897	1297
g11114	1297	1146
g11115	1146	927
g11116	927	4826
g11117	4826	4109
g11118	4109	1178
g11119	1178	2415
g11120	2415	115
g11121	115	5005
g11122	5005	4574
g11123	4574	7157
g11124	7157	893
g11125	893	6983
g11126	6983	903
g11127	903	126
g11128	126	13532
g11129	440	27633
g11130	13532	1161
g11131	1161	6698
g11132	6698	767
g11133	767	786
g11134	786	933
g11135	933	3779
g11136	3779	375
g11137	375	2041
g11138	2041	442
g11139	442	208
g11140	208	1788
g11141	1788	460
g11142	460	6415
g11143	6415	5510
g11144	5510	254
g11145	254	474
g11146	474	23
g11147	23	532
g11148	532	612
g11149	612	676
g11150	676	1024
g11151	1024	380
g11152	380	819
g11153	819	487
g11154	487	1227
g11155	1227	None
g11156	None	166
g11157	166	169
g11158	169	540
g11159	540	1351
g11160	1351	1201
g11161	1201	1162
g11162	1162	1191
g11163	1191	3354
g11164	3354	1358
g11165	1358	575
g11166	575	24
g11167	24	898
g11168	898	493
g11169	493	None
g11170	None	None
g11171	None	2317
g11172	2317	916
g11173	916	1142
g11174	1142	None
g11175	None	56
g11176	56	1432
g11177	1432	1064
g11178	1064	493
g11179	493	148
g11180	148	236
g11181	236	740
g11182	740	445
g11183	445	1194
g11184	1194	2996
g11185	2996	1090
g11186	1090	800
g11187	800	2465
g11188	2465	1168
g11189	1168	241
g11190	241	215
g11191	215	698
g11192	698	113
g11193	113	412
g11194	412	2343
g11195	2343	516
g11196	516	1306
g11197	1306	1577
g11198	1577	633
g11199	633	1134
g11200	1134	338
g11201	338	1472
g11202	1472	365
g11203	365	958
g11204	958	2247
g11205	2247	578
g11206	578	206
g11207	206	187
g11208	187	None
g11209	None	2363
g11210	2363	84
g11211	84	None
g11212	None	61
g11213	61	None
g11214	None	14530
g11215	14530	1448
g11216	1448	298
g11217	298	261
g11218	261	3911
g11219	3911	72
g11220	72	66
g11221	66	492
g11222	492	241
g11223	241	809
g11224	809	2733
g11225	1004	144
g11226	144	3006
g11227	3006	831
g11228	831	2621
g11229	2621	2426
g11230	2426	313
g11231	313	4190
g11232	4190	507
g11233	507	112
g11234	112	145
g11235	145	199
g11236	199	697
g11237	697	79
g11238	79	6409
g11239	6409	5157
g11240	5157	2
g11241	2	65
g11242	65	2696
g11243	2696	1804
g11244	1804	687
g11245	687	1171
g11246	1171	74
g11247	74	2594
g11248	2594	3458
g11249	3458	741
g11250	741	4158
g11251	4158	705
g11252	705	812
g11253	812	896
g11254	896	376
g11255	376	362
g11256	362	4840
g11257	4840	14427
g11258	14427	54
g11259	54	564
g11260	564	384
g11261	384	96
g11262	96	5097
g11263	5097	2119
g11264	2119	2851
g11265	2851	9019
g11266	9019	59
g11267	59	3619
g11268	3619	1702
g11269	1702	130
g11270	130	47
g11271	47	3285
g11272	3285	1391
g11273	1391	731
g11274	731	2645
g11275	2645	152
g11276	152	165
g11277	165	5458
g11278	5458	592
g11279	592	4755
g11280	4755	78
g11281	4795	3349
g11282	78	22
g11283	22	526
g11284	526	278
g11285	278	2503
g11286	2503	356
g11287	356	375
g11288	375	6868
g11289	6868	139
g11290	139	23
g11291	23	271
g11292	271	268
g11293	268	1338
g11294	1338	142
g11295	142	962
g11296	962	2375
g11297	2375	360
g11298	360	795
g11299	795	4568
g11300	4568	4414
g11301	4414	989
g11302	989	658
g11303	658	122
g11304	122	382
g11305	382	7846
g11306	7846	277
g11307	277	1302
g11308	1302	2645
g11309	2645	1269
g11310	1269	5109
g11311	5109	217
g11312	217	235
g11313	235	3766
g11314	3766	3030
g11315	3030	2513
g11316	2513	49
g11317	5068	3835
g11318	49	3218
g11319	3218	63
g11320	63	4242
g11321	4242	147
g11322	6201	657
g11323	147	11071
g11324	11071	252
g11325	252	1693
g11326	1693	None
g11327	None	13441
g11328	13441	39430
g11329	39430	11667
g11330	11667	1947
g11331	1947	2233
g11332	2233	17018
g11333	17018	7809
g11334	7809	23
g11335	23	2306
g11336	2306	23
g11337	23	1029
g11338	1029	1863
g11339	1863	1966
g11340	1966	2105
g11341	2105	7376
g11342	7376	522
g11343	522	14698
g11344	14698	43241
g11345	43241	34170
g11346	34170	21001
g11347	21001	2005
g11348	2005	16072
g11349	16072	59413
g11350	59413	57185
g11351	57185	61846
g11352	61846	1648
g11353	1648	1973
g11354	1973	202
g11355	202	2466
g11356	4781	1810
g11357	1810	545
g11358	545	12455
g11359	666	1295
g11360	1295	4195
g11361	4195	346
g11362	346	253
g11363	253	245
g11364	245	855
g11365	855	969
g11366	969	7124
g11367	7124	3268
g11368	3268	1009
g11369	1009	12853
g11370	12853	691
g11371	691	978
g11372	978	542
g11373	542	2963
g11374	2963	2227
g11375	2227	1385
g11376	1385	None
g11377	None	75968
g11378	75968	22027
g11379	22027	63564
g11380	63564	1906
g11381	1906	3076
g11382	3076	875
g11383	875	2139
g11384	2139	44229
g11385	44229	185
g11386	185	37472
g11387	37472	3404
g11388	3404	2194
g11389	2194	4997
g11390	4997	563
g11391	563	2172
g11392	2172	2147
g11393	2147	209
g11394	209	1606
g11395	1606	3536
g11396	3536	1709
g11397	1709	1118
g11398	1118	56138
g11399	56138	64533
g11400	64533	2341
g11401	2341	76
g11402	76	1411
g11403	1411	5311
g11404	5311	966
g11405	966	11169
g11406	11169	275
g11407	275	2089
g11408	2089	3043
g11409	3043	3210
g11410	3210	1703
g11411	1703	None
g11412	None	631
g11413	631	2753
g11414	2753	59
g11415	59	169
g11416	169	59
g11417	59	168
g11418	168	89
g11419	89	1621
g11420	1621	5878
g11421	5878	8686
g11422	8686	29
g11423	29	132
g11424	132	1592
g11425	1592	886
g11426	886	9269
g11427	928	670
g11428	670	11311
g11429	11311	3627
g11430	3627	36
g11431	36	2366
g11432	2366	499
g11433	499	559
g11434	559	3305
g11435	3305	297
g11436	297	36
g11437	36	16
g11438	16	2862
g11439	2862	1190
g11440	1190	527
g11441	527	347
g11442	347	33
g11443	33	414
g11444	414	1953
g11445	1953	541
g11446	541	4201
g11447	1032	1360
g11448	1360	3198
g11449	3198	46
g11450	46	2367
g11451	2367	651
g11452	651	1483
g11453	1483	1790
g11454	1790	448
g11455	448	1151
g11456	1151	771
g11457	771	2938
g11458	2938	35
g11459	35	3378
g11460	3378	682
g11461	682	34
g11462	34	1341
g11463	1341	659
g11464	659	1772
g11465	1772	389
g11466	389	1371
g11467	1371	1125
g11468	1125	4655
g11469	4655	71
g11470	71	109
g11471	109	1532
g11472	1532	210
g11473	210	562
g11474	562	46
g11475	46	4120
g11476	4120	23
g11477	23	24
g11478	24	218
g11479	218	799
g11480	799	779
g11481	779	4762
g11482	4762	275
g11483	275	819
g11484	819	403
g11485	403	None
g11486	None	25950
g11487	25950	205
g11488	205	1198
g11489	1198	1072
g11490	1072	1245
g11491	1245	561
g11492	561	1044
g11493	1044	780
g11494	780	171
g11495	171	50
g11496	50	1489
g11497	1489	510
g11498	510	161
g11499	161	2323
g11500	2323	315
g11501	315	190
g11502	190	42
g11503	42	1396
g11504	1396	105
g11505	105	1762
g11506	1762	202
g11507	202	175
g11508	175	2227
g11509	2227	930
g11510	930	2577
g11511	2577	279
g11512	279	122
g11513	122	None
g11514	None	831
g11515	831	734
g11516	734	2853
g11517	2853	378
g11518	378	1153
g11519	1153	114
g11520	114	1100
g11521	1100	281
g11522	281	3978
g11523	3978	903
g11524	903	5212
g11525	5212	760
g11526	760	818
g11527	818	200
g11528	200	357
g11529	357	2935
g11530	2935	161
g11531	161	211
g11532	211	1335
g11533	1335	3529
g11534	3529	344
g11535	344	611
g11536	611	1944
g11537	1944	3852
g11538	3852	3161
g11539	3161	1385
g11540	1385	548
g11541	548	2152
g11542	2152	3885
g11543	3885	None
g11544	None	3084
g11545	3084	11724
g11546	11724	3874
g11547	3874	502
g11548	3923	1204
g11549	502	4449
g11550	1204	137
g11551	137	91
g11552	91	5215
g11553	5215	1097
g11554	1097	805
g11555	805	2017
g11556	2017	5868
g11557	5868	58
g11558	58	281
g11559	281	462
g11560	462	3452
g11561	3452	363
g11562	363	2642
g11563	2642	869
g11564	869	624
g11565	624	712
g11566	712	3391
g11567	3391	566
g11568	9804	3845
g11569	566	1194
g11570	1194	211
g11571	211	1675
g11572	1675	878
g11573	878	610
g11574	610	397
g11575	397	1082
g11576	1082	3484
g11577	3484	2690
g11578	2690	1741
g11579	1741	28
g11580	28	1334
g11581	1334	1059
g11582	1059	232
g11583	232	139
g11584	139	1270
g11585	1270	787
g11586	787	963
g11587	963	1001
g11588	1001	258
g11589	258	1010
g11590	1010	781
g11591	781	1026
g11592	1026	398
g11593	398	39
g11594	39	789
g11595	789	14949
g11596	14949	945
g11597	945	682
g11598	682	2297
g11599	2297	2527
g11600	2527	1820
g11601	1820	171
g11602	171	384
g11603	384	526
g11604	526	178
g11605	178	822
g11606	822	756
g11607	756	367
g11608	367	803
g11609	803	155
g11610	155	69
g11611	69	359
g11612	359	3098
g11613	3098	3581
g11614	3581	77
g11615	77	266
g11616	266	1094
g11617	1094	512
g11618	512	876
g11619	876	414
g11620	414	54
g11621	54	3338
g11622	3338	787
g11623	787	936
g11624	936	590
g11625	590	528
g11626	528	1184
g11627	1184	215
g11628	215	1019
g11629	1019	1656
g11630	1656	596
g11631	596	344
g11632	344	849
g11633	849	1294
g11634	1294	1381
g11635	1381	248
g11636	248	30
g11637	30	523
g11638	523	1361
g11639	1361	2227
g11640	2227	652
g11641	652	2685
g11642	2685	137
g11643	137	395
g11644	395	5485
g11645	5485	627
g11646	627	1576
g11647	1576	129
g11648	129	1262
g11649	1262	None
g11650	None	1281
g11651	1281	1723
g11652	1723	1117
g11653	1117	1998
g11654	1998	903
g11655	903	3264
g11656	3264	3571
g11657	3571	6724
g11658	6724	3292
g11659	3292	3194
g11660	3194	3122
g11661	3122	1987
g11662	1987	2548
g11663	2548	1284
g11664	1284	2054
g11665	2054	1448
g11666	1448	5874
g11667	5874	4390
g11668	4390	229
g11669	229	1284
g11670	1284	2080
g11671	2080	2328
g11672	2328	4510
g11673	4510	1205
g11674	1205	8974
g11675	8974	1599
g11676	1599	2316
g11677	2316	314
g11678	314	2872
g11679	2872	146
g11680	146	1946
g11681	1946	5026
g11682	5026	1554
g11683	1554	2428
g11684	2428	621
g11685	621	394
g11686	394	9519
g11687	9519	3183
g11688	3183	5703
g11689	5703	1833
g11690	1833	1202
g11691	1202	3373
g11692	3373	17384
g11693	17384	1313
g11694	1313	2796
g11695	2796	22
g11696	22	1011
g11697	1011	3060
g11698	3060	5607
g11699	5607	4860
g11700	4860	2630
g11701	2630	1484
g11702	1484	5662
g11703	5662	6895
g11704	6895	5290
g11705	5290	2503
g11706	2503	582
g11707	582	2830
g11708	2830	1624
g11709	1624	976
g11710	976	7188
g11711	7188	1606
g11712	1606	5177
g11713	5177	207
g11714	207	158
g11715	158	1490
g11716	1490	3484
g11717	3484	628
g11718	628	5713
g11719	5713	5114
g11720	5114	2489
g11721	2489	5505
g11722	5505	410
g11723	410	817
g11724	817	2759
g11725	2759	5813
g11726	5813	944
g11727	944	3374
g11728	3374	2816
g11729	2816	1158
g11730	1158	3284
g11731	3284	1954
g11732	1954	2775
g11733	2775	3493
g11734	3493	2246
g11735	2246	3005
g11736	3005	427
g11737	427	5313
g11738	5313	5979
g11739	5979	2296
g11740	2296	9569
g11741	9569	831
g11742	831	1892
g11743	1892	3258
g11744	3258	2694
g11745	2694	1480
g11746	1480	1467
g11747	1467	592
g11748	592	3666
g11749	3666	5377
g11750	5377	13107
g11751	13107	76
g11752	76	2557
g11753	2557	1898
g11754	1898	4065
g11755	4065	710
g11756	710	1728
g11757	1728	4368
g11758	4368	3143
g11759	3143	4036
g11760	4036	1962
g11761	1962	871
g11762	871	1790
g11763	1790	2210
g11764	2210	440
g11765	440	1380
g11766	1380	1509
g11767	1509	3941
g11768	3941	100
g11769	100	2935
g11770	2935	1705
g11771	1705	385
g11772	385	1184
g11773	1184	1931
g11774	1931	1260
g11775	1260	2641
g11776	2641	757
g11777	757	2319
g11778	2319	1883
g11779	1883	12389
g11780	12389	1673
g11781	1673	284
g11782	284	5478
g11783	5478	2956
g11784	2956	1171
g11785	1171	1568
g11786	1568	3289
g11787	3289	4289
g11788	4289	2597
g11789	2597	2864
g11790	2864	1435
g11791	1435	2678
g11792	2678	6208
g11793	6208	350
g11794	350	3153
g11795	3153	4422
g11796	4422	91
g11797	91	3061
g11798	3061	86
g11799	86	2952
g11800	2952	3025
g11801	3025	5085
g11802	5085	1861
g11803	1861	5275
g11804	5275	1755
g11805	1755	3352
g11806	3352	556
g11807	556	563
g11808	563	1984
g11809	1984	2997
g11810	2997	2938
g11811	2938	4139
g11812	4139	1855
g11813	1855	2311
g11814	2311	2715
g11815	2715	709
g11816	709	11472
g11817	11472	250
g11818	250	2695
g11819	2695	505
g11820	505	1300
g11821	1300	1858
g11822	1858	70
g11823	70	159
g11824	159	462
g11825	462	1141
g11826	1141	1302
g11827	1302	1002
g11828	1002	2768
g11829	2768	1367
g11830	1367	6398
g11831	6398	1755
g11832	1755	1899
g11833	1899	1074
g11834	1074	5848
g11835	5848	2961
g11836	2961	3006
g11837	3006	1091
g11838	1091	1164
g11839	1164	3567
g11840	3567	15438
g11841	15438	2194
g11842	2194	5572
g11843	5572	3115
g11844	3115	23446
g11845	23446	350
g11846	350	2143
g11847	2143	3213
g11848	3213	2171
g11849	2171	965
g11850	965	7080
g11851	7080	1830
g11852	1830	5182
g11853	5182	1573
g11854	1573	1732
g11855	1732	3564
g11856	3564	5819
g11857	5819	1962
g11858	1962	15123
g11859	3090	14892
g11860	14892	4258
g11861	4258	1230
g11862	1230	3128
g11863	1257	3503
g11864	3128	1762
g11865	1762	946
g11866	946	452
g11867	452	726
g11868	726	3703
g11869	3703	126
g11870	126	65
g11871	65	774
g11872	774	1498
g11873	1498	267
g11874	267	2811
g11875	2811	205
g11876	205	526
g11877	526	5682
g11878	5682	2468
g11879	2468	2271
g11880	2271	901
g11881	901	5189
g11882	5189	932
g11883	932	4099
g11884	4099	5146
g11885	5146	2085
g11886	2085	1939
g11887	1939	964
g11888	964	2546
g11889	2546	6827
g11890	6827	578
g11891	578	279
g11892	279	773
g11893	773	247
g11894	247	1238
g11895	1238	596
g11896	596	468
g11897	468	3535
g11898	3535	2024
g11899	2024	4422
g11900	4422	1126
g11901	1126	2003
g11902	2003	2283
g11903	2283	1713
g11904	1713	3377
g11905	3377	625
g11906	625	692
g11907	692	2007
g11908	2007	1965
g11909	1965	3571
g11910	3571	5647
g11911	5647	2206
g11912	2206	9949
g11913	9949	1434
g11914	1434	190
g11915	190	1100
g11916	1100	5922
g11917	5922	417
g11918	417	427
g11919	427	3505
g11920	3505	1616
g11921	1616	1914
g11922	1914	492
g11923	492	2109
g11924	2109	10746
g11925	10746	1422
g11926	1422	2232
g11927	2232	1750
g11928	1750	832
g11929	832	1557
g11930	1557	3375
g11931	3375	2667
g11932	2667	2240
g11933	2240	923
g11934	923	264
g11935	264	293
g11936	293	1197
g11937	1197	5803
g11938	5803	4229
g11939	4229	4165
g11940	4165	3136
g11941	3136	1842
g11942	1842	18930
g11943	18930	1127
g11944	1127	1512
g11945	1512	723
g11946	723	1859
g11947	1859	999
g11948	999	1557
g11949	1557	204
g11950	204	1376
g11951	1376	2980
g11952	2980	1584
g11953	1584	1673
g11954	1673	2688
g11955	2688	15607
g11956	15607	11655
g11957	11655	573
g11958	573	20
g11959	20	837
g11960	837	1045
g11961	1045	2080
g11962	2080	1490
g11963	1490	529
g11964	529	4940
g11965	4940	1257
g11966	1257	2251
g11967	2251	2010
g11968	2010	769
g11969	769	4336
g11970	4336	1197
g11971	1197	5332
g11972	5332	13738
g11973	13738	1490
g11974	1490	356
g11975	356	71
g11976	71	3174
g11977	3174	887
g11978	887	2557
g11979	2557	957
g11980	957	1995
g11981	1995	1210
g11982	1210	2090
g11983	2090	250
g11984	250	1371
g11985	1371	3377
g11986	3377	1501
g11987	1501	62
g11988	62	440
g11989	440	1765
g11990	1765	269
g11991	269	2821
g11992	2821	1742
g11993	1742	1856
g11994	1856	3292
g11995	3292	5170
g11996	5170	7713
g11997	7713	4757
g11998	4757	7845
g11999	7845	43
g12000	43	4138
g12001	4138	1983
g12002	1983	3850
g12003	3850	1579
g12004	1579	2144
g12005	2144	1670
g12006	1670	2708
g12007	2708	1799
g12008	1799	1382
g12009	1382	840
g12010	840	2384
g12011	2384	1961
g12012	1961	835
g12013	835	1224
g12014	1224	2954
g12015	2954	21541
g12016	21541	1644
g12017	1644	1111
g12018	1111	718
g12019	718	442
g12020	442	1585
g12021	1585	422
g12022	422	3594
g12023	3594	4659
g12024	4659	2552
g12025	2552	1890
g12026	1890	841
g12027	841	999
g12028	999	4583
g12029	4583	1387
g12030	1387	1512
g12031	1512	333
g12032	333	345
g12033	345	1087
g12034	1087	512
g12035	512	589
g12036	589	1373
g12037	1373	1366
g12038	1366	2794
g12039	2794	379
g12040	379	889
g12041	889	5076
g12042	5076	837
g12043	837	1011
g12044	1011	603
g12045	603	1130
g12046	1130	2382
g12047	2382	200
g12048	200	2007
g12049	2007	1889
g12050	1889	2409
g12051	2409	1046
g12052	1046	843
g12053	843	10603
g12054	10603	98
g12055	98	5157
g12056	5157	750
g12057	750	707
g12058	707	1223
g12059	1223	342
g12060	342	2129
g12061	2129	464
g12062	464	1932
g12063	1932	2605
g12064	2605	2160
g12065	2160	2200
g12066	2200	1207
g12067	1207	2642
g12068	2642	337
g12069	337	1241
g12070	1241	332
g12071	332	4791
g12072	4791	818
g12073	818	169
g12074	169	1632
g12075	1632	4704
g12076	4704	3235
g12077	3235	5175
g12078	5175	84
g12079	84	1285
g12080	1285	26
g12081	26	2952
g12082	2952	1831
g12083	1831	4203
g12084	4203	1236
g12085	1236	834
g12086	834	752
g12087	752	2343
g12088	2343	3776
g12089	3776	1021
g12090	1021	935
g12091	935	1362
g12092	1362	3522
g12093	3522	1523
g12094	1523	2464
g12095	2464	1193
g12096	1193	3087
g12097	3087	25
g12098	25	4235
g12099	4235	576
g12100	576	2253
g12101	2253	792
g12102	792	1181
g12103	1181	1972
g12104	1972	1458
g12105	1458	197
g12106	197	2929
g12107	2929	2264
g12108	2264	1033
g12109	1033	2652
g12110	2652	2565
g12111	2565	624
g12112	624	621
g12113	621	1568
g12114	1568	2178
g12115	2178	604
g12116	604	2084
g12117	2084	2230
g12118	2230	1733
g12119	1733	1704
g12120	1704	3091
g12121	3091	820
g12122	820	3182
g12123	3182	505
g12124	505	371
g12125	371	1798
g12126	1798	1573
g12127	1573	9277
g12128	9277	150
g12129	150	69
g12130	69	295
g12131	295	9561
g12132	9561	2508
g12133	2508	2792
g12134	2792	1479
g12135	1479	4610
g12136	4610	1643
g12137	1643	9444
g12138	9444	481
g12139	481	3999
g12140	3999	50
g12141	50	2907
g12142	2907	549
g12143	549	921
g12144	921	1683
g12145	1683	693
g12146	693	651
g12147	651	837
g12148	837	2056
g12149	2056	1277
